Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
08/07 23:00,0,405.62,0,0,405.62
09/07 00:00,0,334.67,0,0,334.67
09/07 01:00,0,297.76,0,0,297.76
09/07 02:00,0,283.37,0,0,283.37
09/07 03:00,0,279.6,0,0,279.6
09/07 04:00,0,287.39,0,0,287.39
09/07 05:00,32.7,317.76,32.7,0,285.06
09/07 06:00,134.33,390.85,134.33,0,256.52
09/07 07:00,324.76,472.06,324.76,0,147.3
09/07 08:00,493.89,517.42,493.89,0,23.53
09/07 09:00,625.29,539.81,539.81,85.48,0
09/07 10:00,715.85,542.76,542.76,173.09,0
09/07 11:00,764.21,575.09,575.09,189.12,0
09/07 12:00,754.66,556.58,556.58,198.08,0
09/07 13:00,708.23,511.01,511.01,197.22,0
09/07 14:00,615.78,450.03,450.03,165.75,0
09/07 15:00,493.69,433.23,433.23,60.46,0
09/07 16:00,321.92,442.14,321.92,0,120.22
09/07 17:00,135.34,466.02,135.34,0,330.68
09/07 18:00,31.32,541.51,31.32,0,510.19
09/07 19:00,0,590.28,0,0,590.28
09/07 20:00,0,623.5,0,0,623.5
09/07 21:00,0,587.42,0,0,587.42
09/07 22:00,0,519.24,0,0,519.24
09/07 23:00,0,404.59,0,0,404.59
10/07 00:00,0,332.26,0,0,332.26
10/07 01:00,0,297.34,0,0,297.34
10/07 02:00,0,282.83,0,0,282.83
10/07 03:00,0,281.61,0,0,281.61
10/07 04:00,0,290.58,0,0,290.58
10/07 05:00,34.63,322.3,34.63,0,287.67
10/07 06:00,133.69,391.92,133.69,0,258.23
10/07 07:00,315.8,461.86,315.8,0,146.06
10/07 08:00,481.26,493.68,481.26,0,12.42
10/07 09:00,611.17,483.82,483.82,127.35,0
10/07 10:00,695.41,481.84,481.84,213.57,0
10/07 11:00,739.24,538.59,538.59,200.65,0
10/07 12:00,747.09,541.56,541.56,205.53,0
10/07 13:00,696.9,498.44,498.44,198.46,0
10/07 14:00,613.6,445.79,445.79,167.81,0
10/07 15:00,483.54,427.19,427.19,56.35,0
10/07 16:00,316.17,428.38,316.17,0,112.21
10/07 17:00,133.45,457.34,133.45,0,323.89
10/07 18:00,32.25,535.37,32.25,0,503.12
10/07 19:00,0,579.49,0,0,579.49
10/07 20:00,0,591.6,0,0,591.6
10/07 21:00,0,571.52,0,0,571.52
10/07 22:00,0,509.2,0,0,509.2
10/07 23:00,0,400.24,0,0,400.24
11/07 00:00,0,336.05,0,0,336.05
11/07 01:00,0,298.75,0,0,298.75
11/07 02:00,0,285.13,0,0,285.13
11/07 03:00,0,280.24,0,0,280.24
11/07 04:00,0,287.13,0,0,287.13
11/07 05:00,38.45,324.36,38.45,0,285.91
11/07 06:00,133.36,390.76,133.36,0,257.4
11/07 07:00,306.52,440.13,306.52,0,133.61
11/07 08:00,478.91,481.23,478.91,0,2.32
11/07 09:00,489.05,499.74,489.05,0,10.69
11/07 10:00,480.71,493.06,480.71,0,12.35
11/07 11:00,653.42,534.16,534.16,119.26,0
11/07 12:00,177.29,527.14,177.29,0,349.85
11/07 13:00,72.05,494.17,72.05,0,422.12
11/07 14:00,244.83,448.93,244.83,0,204.1
11/07 15:00,468.49,421.18,421.18,47.31,0
11/07 16:00,124.89,428.08,124.89,0,303.19
11/07 17:00,126.69,456.27,126.69,0,329.58
11/07 18:00,7.25,536.41,7.25,0,529.16
11/07 19:00,0,592.88,0,0,592.88
11/07 20:00,0,613.18,0,0,613.18
11/07 21:00,0,593.56,0,0,593.56
11/07 22:00,0,525.36,0,0,525.36
11/07 23:00,0,407.45,0,0,407.45
12/07 00:00,0,330.02,0,0,330.02
12/07 01:00,0,298.95,0,0,298.95
12/07 02:00,0,285.67,0,0,285.67
12/07 03:00,0,281.51,0,0,281.51
12/07 04:00,0,285.23,0,0,285.23
12/07 05:00,8.09,315.84,8.09,0,307.75
12/07 06:00,11.84,392.57,11.84,0,380.73
12/07 07:00,25.64,454.25,25.64,0,428.61
12/07 08:00,46.56,470.04,46.56,0,423.48
12/07 09:00,73.17,470.83,73.17,0,397.66
12/07 10:00,67.67,486.2,67.67,0,418.53
12/07 11:00,80.35,523.28,80.35,0,442.93
12/07 12:00,64.5,514.51,64.5,0,450.01
12/07 13:00,53.52,489.8,53.52,0,436.28
12/07 14:00,467.93,442.37,442.37,25.56,0
12/07 15:00,233.64,417.25,233.64,0,183.61
12/07 16:00,160.12,412.09,160.12,0,251.97
12/07 17:00,23.63,450.4,23.63,0,426.77
12/07 18:00,2.27,534.59,2.27,0,532.32
12/07 19:00,0,583.18,0,0,583.18
12/07 20:00,0,604.15,0,0,604.15
12/07 21:00,0,579.57,0,0,579.57
12/07 22:00,0,511.62,0,0,511.62
12/07 23:00,0,400.77,0,0,400.77
13/07 00:00,0,327.82,0,0,327.82
13/07 01:00,0,296.26,0,0,296.26
13/07 02:00,0,284.38,0,0,284.38
13/07 03:00,0,279.65,0,0,279.65
13/07 04:00,0,286.58,0,0,286.58
13/07 05:00,24.11,318.26,24.11,0,294.15
13/07 06:00,42.27,387.97,42.27,0,345.7
13/07 07:00,77.58,451.97,77.58,0,374.39
13/07 08:00,80.75,483.98,80.75,0,403.23
13/07 09:00,233.05,492.67,233.05,0,259.62
13/07 10:00,299.12,485.43,299.12,0,186.31
13/07 11:00,407.23,526.88,407.23,0,119.65
13/07 12:00,405.06,527.85,405.06,0,122.79
13/07 13:00,369.39,499.94,369.39,0,130.55
13/07 14:00,304.08,445.82,304.08,0,141.74
13/07 15:00,208.39,429.21,208.39,0,220.82
13/07 16:00,128.16,434.07,128.16,0,305.91
13/07 17:00,68.51,455.96,68.51,0,387.45
13/07 18:00,31.83,523.02,31.83,0,491.19
13/07 19:00,0,564.7,0,0,564.7
13/07 20:00,0,570.44,0,0,570.44
13/07 21:00,0,565.14,0,0,565.14
13/07 22:00,0,512.57,0,0,512.57
13/07 23:00,0,412.77,0,0,412.77
14/07 00:00,0,352.55,0,0,352.55
14/07 01:00,0,315.35,0,0,315.35
14/07 02:00,0,291.77,0,0,291.77
14/07 03:00,0,281.65,0,0,281.65
14/07 04:00,0,284.94,0,0,284.94
14/07 05:00,37.62,297.09,37.62,0,259.47
14/07 06:00,135.83,320.79,135.83,0,184.96
14/07 07:00,331.72,382.04,331.72,0,50.32
14/07 08:00,508.77,473.59,473.59,35.18,0
14/07 09:00,585.54,551.18,551.18,34.36,0
14/07 10:00,415.71,595.21,415.71,0,179.5
14/07 11:00,641.99,632.29,632.29,9.7,0
14/07 12:00,562.19,589.07,562.19,0,26.88
14/07 13:00,48.61,535.74,48.61,0,487.13
14/07 14:00,116.83,485.5,116.83,0,368.67
14/07 15:00,216.56,459.74,216.56,0,243.18
14/07 16:00,91.32,452.83,91.32,0,361.51
14/07 17:00,50.06,461.23,50.06,0,411.17
14/07 18:00,15.93,504.11,15.93,0,488.18
14/07 19:00,0,553.58,0,0,553.58
14/07 20:00,0,590.44,0,0,590.44
14/07 21:00,0,566.61,0,0,566.61
14/07 22:00,0,506.48,0,0,506.48
14/07 23:00,0,405.99,0,0,405.99
15/07 00:00,0,352.55,0,0,352.55
15/07 01:00,0,315.35,0,0,315.35
15/07 02:00,0,291.77,0,0,291.77
15/07 03:00,0,281.65,0,0,281.65
15/07 04:00,0,284.94,0,0,284.94
15/07 05:00,34.66,297.09,34.66,0,262.43
15/07 06:00,131.98,320.79,131.98,0,188.81
15/07 07:00,305.58,382.04,305.58,0,76.46
15/07 08:00,437.53,473.59,437.53,0,36.06
15/07 09:00,522.28,551.18,522.28,0,28.9
15/07 10:00,734.41,595.21,595.21,139.2,0
15/07 11:00,714.66,632.29,632.29,82.37,0
15/07 12:00,712.72,589.07,589.07,123.65,0
15/07 13:00,661.15,535.74,535.74,125.41,0
15/07 14:00,500.67,485.5,485.5,15.17,0
15/07 15:00,482.69,459.74,459.74,22.95,0
15/07 16:00,311.72,452.83,311.72,0,141.11
15/07 17:00,136.44,461.23,136.44,0,324.79
15/07 18:00,37.09,504.11,37.09,0,467.02
15/07 19:00,0,553.58,0,0,553.58
15/07 20:00,0,590.44,0,0,590.44
15/07 21:00,0,566.61,0,0,566.61
15/07 22:00,0,506.48,0,0,506.48
15/07 23:00,0,400.95,0,0,400.95
16/07 00:00,0,333.49,0,0,333.49
16/07 01:00,0,297.61,0,0,297.61
16/07 02:00,0,282.27,0,0,282.27
16/07 03:00,0,277.62,0,0,277.62
16/07 04:00,0,284.52,0,0,284.52
16/07 05:00,30.06,315.32,30.06,0,285.26
16/07 06:00,132.99,382.89,132.99,0,249.9
16/07 07:00,326.42,459.5,326.42,0,133.08
16/07 08:00,499.68,509.44,499.68,0,9.76
16/07 09:00,634.7,530.09,530.09,104.61,0
16/07 10:00,734.6,530.21,530.21,204.39,0
16/07 11:00,783.66,570.37,570.37,213.29,0
16/07 12:00,782.11,552.9,552.9,229.21,0
16/07 13:00,734.11,505.74,505.74,228.37,0
16/07 14:00,638.64,451.25,451.25,187.39,0
16/07 15:00,507.04,436.49,436.49,70.55,0
16/07 16:00,333.01,442.21,333.01,0,109.2
16/07 17:00,137.98,461.63,137.98,0,323.65
16/07 18:00,28.72,532.81,28.72,0,504.09
16/07 19:00,0,580.87,0,0,580.87
16/07 20:00,0,606.36,0,0,606.36
16/07 21:00,0,574.79,0,0,574.79
16/07 22:00,0,509.36,0,0,509.36
16/07 23:00,0,401.52,0,0,401.52
17/07 00:00,0,329.01,0,0,329.01
17/07 01:00,0,296.57,0,0,296.57
17/07 02:00,0,280.45,0,0,280.45
17/07 03:00,0,280,0,0,280
17/07 04:00,0,287.03,0,0,287.03
17/07 05:00,26.96,315.73,26.96,0,288.77
17/07 06:00,130.44,383.94,130.44,0,253.5
17/07 07:00,321.97,447.53,321.97,0,125.56
17/07 08:00,487.75,485.24,485.24,2.51,0
17/07 09:00,623.17,480.85,480.85,142.32,0
17/07 10:00,711.38,477.12,477.12,234.26,0
17/07 11:00,757.6,533.26,533.26,224.34,0
17/07 12:00,756.3,534.59,534.59,221.71,0
17/07 13:00,712.34,494.13,494.13,218.21,0
17/07 14:00,625.75,445.34,445.34,180.41,0
17/07 15:00,496.16,425.48,425.48,70.68,0
17/07 16:00,326.6,426.69,326.6,0,100.09
17/07 17:00,133.49,446.99,133.49,0,313.5
17/07 18:00,28.7,526.24,28.7,0,497.54
17/07 19:00,0,575.48,0,0,575.48
17/07 20:00,0,589.6,0,0,589.6
17/07 21:00,0,569.11,0,0,569.11
17/07 22:00,0,501.56,0,0,501.56
17/07 23:00,0,393.05,0,0,393.05
18/07 00:00,0,329.34,0,0,329.34
18/07 01:00,0,294.24,0,0,294.24
18/07 02:00,0,281.72,0,0,281.72
18/07 03:00,0,276.93,0,0,276.93
18/07 04:00,0,282.03,0,0,282.03
18/07 05:00,27.78,318.32,27.78,0,290.54
18/07 06:00,128.04,379.89,128.04,0,251.85
18/07 07:00,317.43,425.88,317.43,0,108.45
18/07 08:00,483.06,463.25,463.25,19.81,0
18/07 09:00,609.74,487.03,487.03,122.71,0
18/07 10:00,693.41,484.39,484.39,209.02,0
18/07 11:00,741.95,523.41,523.41,218.54,0
18/07 12:00,741.85,515.45,515.45,226.4,0
18/07 13:00,696.71,482.76,482.76,213.95,0
18/07 14:00,610.37,443.53,443.53,166.84,0
18/07 15:00,484.83,416.61,416.61,68.22,0
18/07 16:00,320.63,419.86,320.63,0,99.23
18/07 17:00,132.24,447.66,132.24,0,315.42
18/07 18:00,27.12,524.62,27.12,0,497.5
18/07 19:00,0,579.53,0,0,579.53
18/07 20:00,0,599.02,0,0,599.02
18/07 21:00,0,579.54,0,0,579.54
18/07 22:00,0,509.36,0,0,509.36
18/07 23:00,0,396.37,0,0,396.37
19/07 00:00,0,326.26,0,0,326.26
19/07 01:00,0,296.37,0,0,296.37
19/07 02:00,0,283.08,0,0,283.08
19/07 03:00,0,280.16,0,0,280.16
19/07 04:00,0,283.72,0,0,283.72
19/07 05:00,26.7,312.73,26.7,0,286.03
19/07 06:00,125.76,382.52,125.76,0,256.76
19/07 07:00,316.17,437.26,316.17,0,121.09
19/07 08:00,477.93,456.65,456.65,21.28,0
19/07 09:00,602.21,462.28,462.28,139.93,0
19/07 10:00,689.08,477.11,477.11,211.97,0
19/07 11:00,729.93,520.06,520.06,209.87,0
19/07 12:00,730.93,509.98,509.98,220.95,0
19/07 13:00,684.62,487.16,487.16,197.46,0
19/07 14:00,600.6,439.44,439.44,161.16,0
19/07 15:00,477.92,414.32,414.32,63.6,0
19/07 16:00,313.27,409.01,313.27,0,95.74
19/07 17:00,130.59,444.29,130.59,0,313.7
19/07 18:00,27.6,528.49,27.6,0,500.89
19/07 19:00,0,575.45,0,0,575.45
19/07 20:00,0,594.19,0,0,594.19
19/07 21:00,0,572.09,0,0,572.09
19/07 22:00,0,500.99,0,0,500.99
19/07 23:00,0,394.14,0,0,394.14
20/07 00:00,0,324.4,0,0,324.4
20/07 01:00,0,292.12,0,0,292.12
20/07 02:00,0,280,0,0,280
20/07 03:00,0,276.12,0,0,276.12
20/07 04:00,0,283.37,0,0,283.37
20/07 05:00,27.55,311.03,27.55,0,283.48
20/07 06:00,123.44,377.96,123.44,0,254.52
20/07 07:00,309.29,438,309.29,0,128.71
20/07 08:00,474.99,475.05,474.99,0,0.06
20/07 09:00,596.95,486.61,486.61,110.34,0
20/07 10:00,677.97,473.96,473.96,204.01,0
20/07 11:00,725.92,517.04,517.04,208.88,0
20/07 12:00,724.19,519.96,519.96,204.23,0
20/07 13:00,684.52,485.28,485.28,199.24,0
20/07 14:00,594.01,437.23,437.23,156.78,0
20/07 15:00,459.41,419.32,419.32,40.09,0
20/07 16:00,118.39,423.73,118.39,0,305.34
20/07 17:00,35.16,448.05,35.16,0,412.89
20/07 18:00,28.13,518.99,28.13,0,490.86
20/07 19:00,0,558.29,0,0,558.29
20/07 20:00,0,563.26,0,0,563.26
20/07 21:00,0,558.32,0,0,558.32
20/07 22:00,0,499.57,0,0,499.57
20/07 23:00,0,402.56,0,0,402.56
21/07 00:00,0,340.63,0,0,340.63
21/07 01:00,0,309.18,0,0,309.18
21/07 02:00,0,288.24,0,0,288.24
21/07 03:00,0,281.76,0,0,281.76
21/07 04:00,0,279.56,0,0,279.56
21/07 05:00,30.83,301.27,30.83,0,270.44
21/07 06:00,93.23,338.35,93.23,0,245.12
21/07 07:00,230.95,405.76,230.95,0,174.81
21/07 08:00,331.91,474.51,331.91,0,142.6
21/07 09:00,462.41,505.64,462.41,0,43.23
21/07 10:00,525.27,520.54,520.54,4.73,0
21/07 11:00,695.59,560.67,560.67,134.92,0
21/07 12:00,738.87,549.82,549.82,189.05,0
21/07 13:00,695.73,517.02,517.02,178.71,0
21/07 14:00,610.86,481.39,481.39,129.47,0
21/07 15:00,492.77,448.5,448.5,44.27,0
21/07 16:00,64.37,450.6,64.37,0,386.23
21/07 17:00,52.44,462.33,52.44,0,409.89
21/07 18:00,26.75,511.12,26.75,0,484.37
21/07 19:00,0,538.85,0,0,538.85
21/07 20:00,0,545.32,0,0,545.32
21/07 21:00,0,530.2,0,0,530.2
21/07 22:00,0,480.18,0,0,480.18
21/07 23:00,0,404.46,0,0,404.46
22/07 00:00,0,343.54,0,0,343.54
22/07 01:00,0,307.29,0,0,307.29
22/07 02:00,0,284.81,0,0,284.81
22/07 03:00,0,275.35,0,0,275.35
22/07 04:00,0,277.31,0,0,277.31
22/07 05:00,19.23,289.88,19.23,0,270.65
22/07 06:00,31.91,312.36,31.91,0,280.45
22/07 07:00,204.38,369.66,204.38,0,165.28
22/07 08:00,404.12,455.72,404.12,0,51.6
22/07 09:00,471.3,533.84,471.3,0,62.54
22/07 10:00,409.73,578.67,409.73,0,168.94
22/07 11:00,363.62,612.95,363.62,0,249.33
22/07 12:00,528.41,576.58,528.41,0,48.17
22/07 13:00,131.64,523.37,131.64,0,391.73
22/07 14:00,105.86,472.89,105.86,0,367.03
22/07 15:00,31.13,445.8,31.13,0,414.67
22/07 16:00,124.47,442.36,124.47,0,317.89
22/07 17:00,18.43,449.88,18.43,0,431.45
22/07 18:00,31.65,491.64,31.65,0,459.99
22/07 19:00,0,535.25,0,0,535.25
22/07 20:00,0,568.99,0,0,568.99
22/07 21:00,0,547.26,0,0,547.26
22/07 22:00,0,488,0,0,488
22/07 23:00,0,389.96,0,0,389.96
23/07 00:00,0,327.72,0,0,327.72
23/07 01:00,0,292.85,0,0,292.85
23/07 02:00,0,277.94,0,0,277.94
23/07 03:00,0,274.51,0,0,274.51
23/07 04:00,0,280.52,0,0,280.52
23/07 05:00,11.82,309.13,11.82,0,297.31
23/07 06:00,33.18,372.79,33.18,0,339.61
23/07 07:00,50.37,446.02,50.37,0,395.65
23/07 08:00,157.86,498,157.86,0,340.14
23/07 09:00,444.33,525.07,444.33,0,80.74
23/07 10:00,650.12,526.61,526.61,123.51,0
23/07 11:00,680.92,564.45,564.45,116.47,0
23/07 12:00,453.12,548.54,453.12,0,95.42
23/07 13:00,398.74,502,398.74,0,103.26
23/07 14:00,384.39,448.14,384.39,0,63.75
23/07 15:00,45.9,429.44,45.9,0,383.54
23/07 16:00,50.68,432.34,50.68,0,381.66
23/07 17:00,25.52,454.27,25.52,0,428.75
23/07 18:00,24.04,532.86,24.04,0,508.82
23/07 19:00,0,575.16,0,0,575.16
23/07 20:00,0,604.54,0,0,604.54
23/07 21:00,0,570.48,0,0,570.48
23/07 22:00,0,498.35,0,0,498.35
23/07 23:00,0,393.87,0,0,393.87
24/07 00:00,0,323.4,0,0,323.4
24/07 01:00,0,292.05,0,0,292.05
24/07 02:00,0,275.98,0,0,275.98
24/07 03:00,0,275.35,0,0,275.35
24/07 04:00,0,283.57,0,0,283.57
24/07 05:00,15.03,311.9,15.03,0,296.87
24/07 06:00,73.61,377.31,73.61,0,303.7
24/07 07:00,111.9,437.95,111.9,0,326.05
24/07 08:00,175.27,479.07,175.27,0,303.8
24/07 09:00,531.86,481.46,481.46,50.4,0
24/07 10:00,347.15,475.26,347.15,0,128.11
24/07 11:00,624.66,531.16,531.16,93.5,0
24/07 12:00,579.36,531.25,531.25,48.11,0
24/07 13:00,488.99,489.38,488.99,0,0.39
24/07 14:00,288.19,441.86,288.19,0,153.67
24/07 15:00,376.05,417.13,376.05,0,41.08
24/07 16:00,318.67,419.62,318.67,0,100.95
24/07 17:00,132.57,440.45,132.57,0,307.88
24/07 18:00,32.82,521.28,32.82,0,488.46
24/07 19:00,0,573.55,0,0,573.55
24/07 20:00,0,591.46,0,0,591.46
24/07 21:00,0,564.25,0,0,564.25
24/07 22:00,0,493.06,0,0,493.06
24/07 23:00,0,387.24,0,0,387.24
25/07 00:00,0,325.78,0,0,325.78
25/07 01:00,0,290.43,0,0,290.43
25/07 02:00,0,278.42,0,0,278.42
25/07 03:00,0,274.07,0,0,274.07
25/07 04:00,0,279.6,0,0,279.6
25/07 05:00,22.91,314.84,22.91,0,291.93
25/07 06:00,94.8,375.08,94.8,0,280.28
25/07 07:00,266.16,417.82,266.16,0,151.66
25/07 08:00,446.26,457.63,446.26,0,11.37
25/07 09:00,586.23,483.38,483.38,102.85,0
25/07 10:00,646,480.77,480.77,165.23,0
25/07 11:00,693.42,518.63,518.63,174.79,0
25/07 12:00,730.66,510.84,510.84,219.82,0
25/07 13:00,676.77,473.95,473.95,202.82,0
25/07 14:00,584.55,439.88,439.88,144.67,0
25/07 15:00,450.22,415.78,415.78,34.44,0
25/07 16:00,285.9,416.86,285.9,0,130.96
25/07 17:00,129.85,444.54,129.85,0,314.69
25/07 18:00,32.6,523.93,32.6,0,491.33
25/07 19:00,0,576.49,0,0,576.49
25/07 20:00,0,602.47,0,0,602.47
25/07 21:00,0,584.41,0,0,584.41
25/07 22:00,0,504.45,0,0,504.45
25/07 23:00,0,392.21,0,0,392.21
26/07 00:00,0,321.35,0,0,321.35
26/07 01:00,0,293.17,0,0,293.17
26/07 02:00,0,279.94,0,0,279.94
26/07 03:00,0,278.12,0,0,278.12
26/07 04:00,0,280.91,0,0,280.91
26/07 05:00,27.62,310.16,27.62,0,282.54
26/07 06:00,119.31,376.58,119.31,0,257.27
26/07 07:00,302.5,427.56,302.5,0,125.06
26/07 08:00,477.2,452.51,452.51,24.69,0
26/07 09:00,613.42,459.93,459.93,153.49,0
26/07 10:00,704.32,478.29,478.29,226.03,0
26/07 11:00,747.24,520.21,520.21,227.03,0
26/07 12:00,743.32,508.62,508.62,234.7,0
26/07 13:00,706.59,486.06,486.06,220.53,0
26/07 14:00,567.09,440.57,440.57,126.52,0
26/07 15:00,480.52,412.51,412.51,68.01,0
26/07 16:00,286.99,407.56,286.99,0,120.57
26/07 17:00,128.88,440.67,128.88,0,311.79
26/07 18:00,29.72,526.56,29.72,0,496.84
26/07 19:00,0,568.5,0,0,568.5
26/07 20:00,0,590.75,0,0,590.75
26/07 21:00,0,571.09,0,0,571.09
26/07 22:00,0,498.31,0,0,498.31
26/07 23:00,0,390.72,0,0,390.72
27/07 00:00,0,321.6,0,0,321.6
27/07 01:00,0,289.53,0,0,289.53
27/07 02:00,0,277.69,0,0,277.69
27/07 03:00,0,275.35,0,0,275.35
27/07 04:00,0,279.7,0,0,279.7
27/07 05:00,27.06,306.68,27.06,0,279.62
27/07 06:00,118.2,369.29,118.2,0,251.09
27/07 07:00,278.98,427.84,278.98,0,148.86
27/07 08:00,410.7,462.08,410.7,0,51.38
27/07 09:00,586.92,480.94,480.94,105.98,0
27/07 10:00,679.9,469.84,469.84,210.06,0
27/07 11:00,728.13,511.22,511.22,216.91,0
27/07 12:00,717.89,517.42,517.42,200.47,0
27/07 13:00,650.48,480.83,480.83,169.65,0
27/07 14:00,307.28,430.4,307.28,0,123.12
27/07 15:00,398.95,411.96,398.95,0,13.01
27/07 16:00,314.29,415.36,314.29,0,101.07
27/07 17:00,128.8,444.34,128.8,0,315.54
27/07 18:00,29.14,512.51,29.14,0,483.37
27/07 19:00,0,547.8,0,0,547.8
27/07 20:00,0,558.79,0,0,558.79
27/07 21:00,0,555.05,0,0,555.05
27/07 22:00,0,495.45,0,0,495.45
27/07 23:00,0,399.4,0,0,399.4
28/07 00:00,0,339.97,0,0,339.97
28/07 01:00,0,309.39,0,0,309.39
28/07 02:00,0,287.65,0,0,287.65
28/07 03:00,0,280.87,0,0,280.87
28/07 04:00,0,278.14,0,0,278.14
28/07 05:00,21.57,302.19,21.57,0,280.62
28/07 06:00,116.87,337.14,116.87,0,220.27
28/07 07:00,306.89,401.47,306.89,0,94.58
28/07 08:00,483.07,472.81,472.81,10.26,0
28/07 09:00,0,504.05,0,0,504.05
28/07 10:00,711.52,518.05,518.05,193.47,0
28/07 11:00,745.51,554.31,554.31,191.2,0
28/07 12:00,745.55,546.89,546.89,198.66,0
28/07 13:00,701.95,513.88,513.88,188.07,0
28/07 14:00,624.72,481.66,481.66,143.06,0
28/07 15:00,491.34,450.11,450.11,41.23,0
28/07 16:00,314.23,453.5,314.23,0,139.27
28/07 17:00,127.98,458.4,127.98,0,330.42
28/07 18:00,24.97,507.89,24.97,0,482.92
28/07 19:00,0,536.63,0,0,536.63
28/07 20:00,0,548.09,0,0,548.09
28/07 21:00,0,529.72,0,0,529.72
28/07 22:00,0,475.12,0,0,475.12
28/07 23:00,0,401.43,0,0,401.43
29/07 00:00,0,340.78,0,0,340.78
29/07 01:00,0,306.59,0,0,306.59
29/07 02:00,0,285.78,0,0,285.78
29/07 03:00,0,275.68,0,0,275.68
29/07 04:00,0,277.99,0,0,277.99
29/07 05:00,21.16,290.36,21.16,0,269.2
29/07 06:00,116.38,311.32,116.38,0,194.94
29/07 07:00,307.75,365.31,307.75,0,57.56
29/07 08:00,483.2,449.35,449.35,33.85,0
29/07 09:00,621.42,528.26,528.26,93.16,0
29/07 10:00,706.45,573.51,573.51,132.94,0
29/07 11:00,751.94,609.23,609.23,142.71,0
29/07 12:00,751.61,574.93,574.93,176.68,0
29/07 13:00,706.73,519.05,519.05,187.68,0
29/07 14:00,614.86,467,467,147.86,0
29/07 15:00,489.02,442.23,442.23,46.79,0
29/07 16:00,315.97,441.79,315.97,0,125.82
29/07 17:00,124.9,444.75,124.9,0,319.85
29/07 18:00,22.67,489.03,22.67,0,466.36
29/07 19:00,0,532.95,0,0,532.95
29/07 20:00,0,569.99,0,0,569.99
29/07 21:00,0,548.31,0,0,548.31
29/07 22:00,0,484.87,0,0,484.87
29/07 23:00,0,384.55,0,0,384.55
30/07 00:00,0,324.06,0,0,324.06
30/07 01:00,0,290.68,0,0,290.68
30/07 02:00,0,275.48,0,0,275.48
30/07 03:00,0,274.06,0,0,274.06
30/07 04:00,0,279.93,0,0,279.93
30/07 05:00,19.8,308.42,19.8,0,288.62
30/07 06:00,115.7,369.87,115.7,0,254.17
30/07 07:00,302.37,435.29,302.37,0,132.92
30/07 08:00,467.62,495.52,467.62,0,27.9
30/07 09:00,317.51,515.92,317.51,0,198.41
30/07 10:00,84.79,522.57,84.79,0,437.78
30/07 11:00,82.23,560.83,82.23,0,478.6
30/07 12:00,87.02,547.77,87.02,0,460.75
30/07 13:00,600.38,501.72,501.72,98.66,0
30/07 14:00,541.51,451.26,451.26,90.25,0
30/07 15:00,468.08,426.99,426.99,41.09,0
30/07 16:00,286.05,430.2,286.05,0,144.15
30/07 17:00,25.65,453.15,25.65,0,427.5
30/07 18:00,15.92,533.23,15.92,0,517.31
30/07 19:00,0,578.68,0,0,578.68
30/07 20:00,0,607.08,0,0,607.08
30/07 21:00,0,576.91,0,0,576.91
30/07 22:00,0,496.86,0,0,496.86
30/07 23:00,0,390.92,0,0,390.92
31/07 00:00,0,324.01,0,0,324.01
31/07 01:00,0,290.97,0,0,290.97
31/07 02:00,0,276.57,0,0,276.57
31/07 03:00,0,276.36,0,0,276.36
31/07 04:00,0,283.73,0,0,283.73
31/07 05:00,12.26,310.04,12.26,0,297.78
31/07 06:00,24,375.45,24,0,351.45
31/07 07:00,273.19,432.09,273.19,0,158.9
31/07 08:00,163.66,479.29,163.66,0,315.63
31/07 09:00,241.34,484.39,241.34,0,243.05
31/07 10:00,413.23,472.49,413.23,0,59.26
31/07 11:00,739.17,529.22,529.22,209.95,0
31/07 12:00,652.55,528.14,528.14,124.41,0
31/07 13:00,630,481.68,481.68,148.32,0
31/07 14:00,320.16,442.37,320.16,0,122.21
31/07 15:00,93.3,416.82,93.3,0,323.52
31/07 16:00,19,419.41,19,0,400.41
31/07 17:00,49.05,436.3,49.05,0,387.25
31/07 18:00,4.69,524.46,4.69,0,519.77
31/07 19:00,0,578.71,0,0,578.71
31/07 20:00,0,596.03,0,0,596.03
31/07 21:00,0,567.01,0,0,567.01
31/07 22:00,0,487.3,0,0,487.3
31/07 23:00,0,383.78,0,0,383.78
01/08 00:00,0,327.57,0,0,327.57
01/08 01:00,0,291.96,0,0,291.96
01/08 02:00,0,278.95,0,0,278.95
01/08 03:00,0,274.51,0,0,274.51
01/08 04:00,0,280.79,0,0,280.79
01/08 05:00,21.75,314.92,21.75,0,293.17
01/08 06:00,111.62,376.95,111.62,0,265.33
01/08 07:00,290.24,414.85,290.24,0,124.61
01/08 08:00,457.77,453.74,453.74,4.03,0
01/08 09:00,590.74,482.21,482.21,108.53,0
01/08 10:00,675.2,483.52,483.52,191.68,0
01/08 11:00,716.32,523.69,523.69,192.63,0
01/08 12:00,720.56,513.31,513.31,207.25,0
01/08 13:00,679.5,474,474,205.5,0
01/08 14:00,591.55,439.54,439.54,152.01,0
01/08 15:00,463.6,414.44,414.44,49.16,0
01/08 16:00,279.54,416.26,279.54,0,136.72
01/08 17:00,109.11,444.43,109.11,0,335.32
01/08 18:00,6.54,525.54,6.54,0,519
01/08 19:00,0,576.99,0,0,576.99
01/08 20:00,0,612.39,0,0,612.39
