Date,ProdPV,Consumption,Autoconsumed_power,Injected_power,Extracted_power
19/03 19:00,0,820.93,410.47,0,410.47
19/03 20:00,0,822.96,411.48,0,411.48
19/03 21:00,0,358.87,10.38,0,348.49
19/03 22:00,0,275.14,0,0,275.14
19/03 23:00,0,210.06,0,0,210.06
20/03 00:00,0,174.3,0,0,174.3
20/03 01:00,0,157.76,0,0,157.76
20/03 02:00,0,153.84,0,0,153.84
20/03 03:00,0,153.07,0,0,153.07
20/03 04:00,0,158.86,0,0,158.86
20/03 05:00,0,182.71,0,0,182.71
20/03 06:00,0,250.3,6.03,0,244.27
20/03 07:00,174.28,203.07,89.61,0,113.46
20/03 08:00,395.23,203.98,203.98,101.44,0
20/03 09:00,576.97,241.51,241.51,293.08,0
20/03 10:00,700.12,283.24,283.24,416.88,0
20/03 11:00,768.91,303.31,303.31,465.6,0
20/03 12:00,793.47,291.09,291.09,502.38,0
20/03 13:00,703.26,265.56,265.56,437.7,0
20/03 14:00,595.7,234.95,234.95,360.75,0
20/03 15:00,393.9,224.59,224.59,169.31,0
20/03 16:00,195.84,263.24,229.54,0,33.7
20/03 17:00,34.8,487.95,261.38,0,226.58
20/03 18:00,0,680.07,340.04,0,340.04
20/03 19:00,0,806.11,403.06,0,403.06
20/03 20:00,0,812.03,406.01,0,406.01
20/03 21:00,0,548.2,197.36,0,350.84
20/03 22:00,0,277.97,0,0,277.97
20/03 23:00,0,212.84,0,0,212.84
21/03 00:00,0,177.58,0,0,177.58
21/03 01:00,0,162.18,0,0,162.18
21/03 02:00,0,156.92,0,0,156.92
21/03 03:00,0,154.16,0,0,154.16
21/03 04:00,0,161.34,0,0,161.34
21/03 05:00,0,184.16,0,0,184.16
21/03 06:00,0,240.26,1.91,0,238.35
21/03 07:00,177.74,130.65,27.02,0,103.63
21/03 08:00,403.07,144.61,144.61,107.83,0
21/03 09:00,573.82,210.08,210.08,277.07,0
21/03 10:00,691.92,102.81,102.81,399.85,0
21/03 11:00,763.29,294.87,294.87,444.64,0
21/03 12:00,792.75,276.94,276.94,488.04,0
21/03 13:00,743.08,281.68,281.68,461.4,0
21/03 14:00,649.33,247.94,247.94,401.39,0
21/03 15:00,502,235.06,235.06,266.94,0
21/03 16:00,310.61,132.83,132.83,73.45,0
21/03 17:00,88.55,179.84,4.86,0,174.98
21/03 18:00,0,345.48,0,0,345.48
21/03 19:00,0,404.21,0,0,404.21
21/03 20:00,0,413.49,0,0,413.49
21/03 21:00,0,357.98,0,0,357.98
21/03 22:00,0,283.85,0,0,283.85
21/03 23:00,0,221.77,0,0,221.77
22/03 00:00,0,180.01,0,0,180.01
22/03 01:00,0,161.97,0,0,161.97
22/03 02:00,0,155.09,0,0,155.09
22/03 03:00,0,153.35,0,0,153.35
22/03 04:00,0,158.89,0,0,158.89
22/03 05:00,0,183.03,0,0,183.03
22/03 06:00,1.94,247.23,3.43,0,243.8
22/03 07:00,180.66,140.85,29.79,0,111.06
22/03 08:00,408.24,141.22,141.22,112.8,0
22/03 09:00,595.26,287.27,287.27,307.99,0
22/03 10:00,724.04,285.22,285.22,438.82,0
22/03 11:00,776.41,301.31,301.31,475.1,0
22/03 12:00,812.73,288.62,288.62,524.11,0
22/03 13:00,384.46,267.06,267.06,117.4,0
22/03 14:00,506.58,233.77,233.77,272.81,0
22/03 15:00,412.23,221.79,221.79,190.44,0
22/03 16:00,315.84,230.29,230.29,85.55,0
22/03 17:00,90.89,428.15,259.52,0,168.63
22/03 18:00,0,682.84,341.42,0,341.42
22/03 19:00,0,794.2,397.1,0,397.1
22/03 20:00,0,762.37,360.56,0,401.81
22/03 21:00,0,348.04,0,0,348.04
22/03 22:00,0,278.52,0,0,278.52
22/03 23:00,0,212.09,0,0,212.09
23/03 00:00,0,175.78,0,0,175.78
23/03 01:00,0,158.48,0,0,158.48
23/03 02:00,0,152.35,0,0,152.35
23/03 03:00,0,150.99,0,0,150.99
23/03 04:00,0,157.84,0,0,157.84
23/03 05:00,0,180.69,0,0,180.69
23/03 06:00,3.64,250.58,14.5,0,236.08
23/03 07:00,185.32,147.09,40.83,0,106.26
23/03 08:00,407.54,184.09,184.09,108.34,0
23/03 09:00,592.37,280.73,280.73,311.64,0
23/03 10:00,721.96,283.89,283.89,438.07,0
23/03 11:00,795.19,301.53,301.53,493.66,0
23/03 12:00,826.21,292.93,292.93,533.28,0
23/03 13:00,775.36,280.34,280.34,495.02,0
23/03 14:00,676.74,252.04,252.04,424.7,0
23/03 15:00,517.49,238.43,238.43,279.06,0
23/03 16:00,315,239.91,239.91,75.09,0
23/03 17:00,93.21,425.75,259.48,0,166.27
23/03 18:00,0,661.29,330.65,0,330.65
23/03 19:00,0,775.87,387.93,0,387.93
23/03 20:00,0,795.37,397.69,0,397.69
23/03 21:00,0,516.09,170.21,0,345.88
23/03 22:00,0,280.28,0,0,280.28
23/03 23:00,0,224.49,0,0,224.49
24/03 00:00,0,188.17,0,0,188.17
24/03 01:00,0,166.66,0,0,166.66
24/03 02:00,0,157.3,0,0,157.3
24/03 03:00,0,153.11,0,0,153.11
24/03 04:00,0,158.78,0,0,158.78
24/03 05:00,0,168.54,0,0,168.54
24/03 06:00,5.15,194.98,2.86,0,192.12
24/03 07:00,188.43,100.85,27.14,0,73.71
24/03 08:00,410.26,35.96,35.96,94.25,0
24/03 09:00,600.44,66.94,66.94,274.72,0
24/03 10:00,729.78,174.41,174.41,405.08,0
24/03 11:00,811.26,203.2,203.2,452.44,0
24/03 12:00,842.93,134.71,134.71,497.66,0
24/03 13:00,793.12,193.87,193.87,471.38,0
24/03 14:00,685.12,237.94,237.94,395.06,0
24/03 15:00,525.37,53.35,53.35,262.16,0
24/03 16:00,316.81,72.88,72.88,56.64,0
24/03 17:00,92.98,194.17,14.23,0,179.94
24/03 18:00,0,334.14,0,0,334.14
24/03 19:00,0,381.74,0,0,381.74
24/03 20:00,0,380.06,0,0,380.06
24/03 21:00,0,335.28,0,0,335.28
24/03 22:00,0,282.02,0,0,282.02
24/03 23:00,0,229.91,0,0,229.91
25/03 00:00,0,195.51,0,0,195.51
25/03 01:00,0,170.42,0,0,170.42
25/03 02:00,0,170.42,0,0,170.42
25/03 03:00,0,152.37,0,0,152.37
25/03 04:00,0,155.25,0,0,155.25
25/03 05:00,0,162.49,0,0,162.49
25/03 06:00,6.32,191.02,18.09,0,172.93
25/03 07:00,185.33,230.7,191.28,0,39.42
25/03 08:00,406.99,292.38,292.38,114.61,0
25/03 09:00,590.57,351.81,351.81,238.76,0
25/03 10:00,725.89,383.93,383.93,341.96,0
25/03 11:00,803.41,406.27,406.27,397.14,0
25/03 12:00,833.36,371.93,371.93,461.43,0
25/03 13:00,772.15,326.64,326.64,445.51,0
25/03 14:00,659.71,297.28,297.28,362.43,0
25/03 15:00,505.63,272.32,272.32,233.31,0
25/03 16:00,305.21,179.34,179.34,40.89,0
25/03 17:00,93.26,185.07,2.84,0,182.23
25/03 18:00,0,336.78,0,0,336.78
25/03 19:00,0,397.17,0,0,397.17
25/03 20:00,0,406,0,0,406
25/03 21:00,0,345.05,0,0,345.05
25/03 22:00,0,277.29,0,0,277.29
25/03 23:00,0,215.6,0,0,215.6
26/03 00:00,0,176.76,0,0,176.76
26/03 01:00,0,158.05,0,0,158.05
26/03 02:00,0,152.26,0,0,152.26
26/03 03:00,0,150.2,0,0,150.2
26/03 04:00,0,158.32,0,0,158.32
26/03 05:00,0,181.76,0,0,181.76
26/03 06:00,7.68,245.24,13.7,0,231.54
26/03 07:00,182.78,370.07,259.24,0,110.83
26/03 08:00,410.03,317.98,317.98,92.05,0
26/03 09:00,586.23,328.23,328.23,258,0
26/03 10:00,703.55,324.44,324.44,379.11,0
26/03 11:00,775.78,339.07,339.07,436.71,0
26/03 12:00,803.94,310.31,310.31,493.63,0
26/03 13:00,743.8,282.42,282.42,461.38,0
26/03 14:00,629.27,248.93,248.93,380.34,0
26/03 15:00,441.18,242.94,242.94,198.24,0
26/03 16:00,206.12,277.9,242.01,0,35.89
26/03 17:00,79.26,455.76,267.51,0,188.25
26/03 18:00,0,690.16,345.08,0,345.08
26/03 19:00,0,797.08,398.54,0,398.54
26/03 20:00,0,806.8,403.4,0,403.4
26/03 21:00,0,692.43,346.21,0,346.21
26/03 22:00,0,547.68,273.84,0,273.84
26/03 23:00,0,418.65,209.32,0,209.32
27/03 00:00,0,344.28,172.14,0,172.14
27/03 01:00,0,157.51,1.66,0,155.85
27/03 02:00,0,151.74,0,0,151.74
27/03 03:00,0,150.53,0,0,150.53
27/03 04:00,0,156.68,0,0,156.68
27/03 05:00,0,180.61,0,0,180.61
27/03 06:00,4.16,255.73,17.64,0,238.09
27/03 07:00,41.77,496.13,251.7,0,244.43
27/03 08:00,320.07,290.5,290.5,29.57,0
27/03 09:00,146.77,410.78,278.78,0,132.01
27/03 10:00,59.02,502.72,280.87,0,221.85
27/03 11:00,82.73,518.42,300.57,0,217.84
27/03 12:00,60.05,510.06,285.06,0,225.01
27/03 13:00,567.44,259.33,259.33,308.11,0
27/03 14:00,551.81,229.96,229.96,321.85,0
27/03 15:00,358.73,219.7,219.7,139.03,0
27/03 16:00,101.15,352.57,226.86,0,125.71
27/03 17:00,93.04,421.21,257.13,0,164.09
27/03 18:00,0,659.79,329.89,0,329.89
27/03 19:00,0,779.61,389.8,0,389.8
27/03 20:00,0,797.85,398.93,0,398.93
27/03 21:00,0,698.02,349.01,0,349.01
27/03 22:00,0,555.02,277.51,0,277.51
27/03 23:00,0,419.93,209.97,0,209.97
28/03 00:00,0,348.68,174.34,0,174.34
28/03 01:00,0,316.96,158.48,0,158.48
28/03 02:00,0,307.28,153.64,0,153.64
28/03 03:00,0,151.88,0.82,0,151.06
28/03 04:00,0,158.03,0,0,158.03
28/03 05:00,0,180.79,0,0,180.79
28/03 06:00,9.96,243.41,18.15,0,225.26
28/03 07:00,92.86,435.4,250.2,0,185.2
28/03 08:00,104.38,475.62,290,0,185.62
28/03 09:00,124.85,456.69,290.77,0,165.92
28/03 10:00,242.39,328.31,285.35,0,42.96
28/03 11:00,473.29,313.66,313.66,159.63,0
28/03 12:00,382.58,300.31,300.31,82.27,0
28/03 13:00,446.27,277.15,277.15,169.12,0
28/03 14:00,172.87,314.64,243.75,0,70.88
28/03 15:00,285.14,232.52,232.52,52.62,0
28/03 16:00,197.2,271.07,234.14,0,36.94
28/03 17:00,69.09,445.86,257.48,0,188.39
28/03 18:00,0,662.55,331.27,0,331.27
28/03 19:00,0,780.33,390.17,0,390.17
28/03 20:00,0,810.37,405.19,0,405.19
28/03 21:00,0,708.6,354.3,0,354.3
28/03 22:00,0,559.87,279.93,0,279.93
28/03 23:00,0,435.86,217.93,0,217.93
29/03 00:00,0,351.68,175.84,0,175.84
29/03 01:00,0,313.92,156.96,0,156.96
29/03 02:00,0,213.5,62.36,0,151.14
29/03 03:00,0,149.69,0,0,149.69
29/03 04:00,0,155.07,0,0,155.07
29/03 05:00,0,179.18,0,0,179.18
29/03 06:00,10.53,249.61,18.96,0,230.65
29/03 07:00,55.42,488.52,257.12,0,231.4
29/03 08:00,69.43,510.16,289.8,0,220.37
29/03 09:00,181.12,377.76,279.44,0,98.32
29/03 10:00,302.84,279.62,279.62,23.22,0
29/03 11:00,314.62,295.6,295.6,19.02,0
29/03 12:00,72.14,492.3,282.22,0,210.08
29/03 13:00,432.68,262.58,262.58,170.1,0
29/03 14:00,273.37,229.56,229.56,43.81,0
29/03 15:00,243.8,219.6,219.6,24.2,0
29/03 16:00,307.69,229.12,229.12,78.57,0
29/03 17:00,79.92,431.62,255.77,0,175.85
29/03 18:00,0,662.68,331.34,0,331.34
29/03 19:00,0,771.64,385.82,0,385.82
29/03 20:00,0,789.07,394.54,0,394.54
29/03 21:00,0,688.06,344.03,0,344.03
29/03 22:00,0,549.55,274.78,0,274.78
29/03 23:00,0,420.35,210.18,0,210.18
30/03 00:00,0,347.54,173.77,0,173.77
30/03 01:00,0,311.73,155.87,0,155.87
30/03 02:00,0,300.39,150.2,0,150.2
30/03 03:00,0,213.62,64.9,0,148.72
30/03 04:00,0,155.04,0,0,155.04
30/03 05:00,0,178.04,0,0,178.04
30/03 06:00,1.66,256.4,20.32,0,236.08
30/03 07:00,54.19,494.36,259.52,0,234.84
30/03 08:00,115.97,474.98,295.48,0,179.51
30/03 09:00,179.21,372.48,275.84,0,96.63
30/03 10:00,191.13,372.8,281.96,0,90.83
30/03 11:00,102.07,495.25,298.66,0,196.59
30/03 12:00,107.86,471.74,289.8,0,181.94
30/03 13:00,167.16,389.64,278.4,0,111.24
30/03 14:00,83.31,414.34,248.83,0,165.52
30/03 15:00,268.98,236.53,236.53,32.45,0
30/03 16:00,101.92,374.46,238.19,0,136.27
30/03 17:00,61.23,451.85,256.54,0,195.31
30/03 18:00,0,641.91,320.96,0,320.96
30/03 19:00,0,753.31,376.65,0,376.65
30/03 20:00,0,781.48,390.74,0,390.74
30/03 21:00,0,689.35,344.67,0,344.67
30/03 22:00,0,554.61,277.31,0,277.31
30/03 23:00,0,442.2,221.1,0,221.1
31/03 00:00,0,369.14,184.57,0,184.57
31/03 01:00,0,324.66,162.33,0,162.33
31/03 02:00,0,204.56,50.39,0,154.17
31/03 03:00,0,149.56,0,0,149.56
31/03 04:00,0,155.41,0,0,155.41
31/03 05:00,0,165.16,0,0,165.16
31/03 06:00,11.62,210.56,28.01,0,182.55
31/03 07:00,50.12,402.99,194.85,0,208.14
31/03 08:00,43.11,576.71,309.91,0,266.8
31/03 09:00,40.01,598.49,319.25,0,279.24
31/03 10:00,57.72,579.08,318.4,0,260.68
31/03 11:00,62.26,640.98,351.62,0,289.36
31/03 12:00,67.54,607.94,337.74,0,270.2
31/03 13:00,72.92,551.52,312.22,0,239.3
31/03 14:00,72.68,487.94,280.31,0,207.63
31/03 15:00,119.01,396.61,257.81,0,138.8
31/03 16:00,150.2,357.11,253.65,0,103.45
31/03 17:00,47.47,483.53,265.5,0,218.03
31/03 18:00,0,638.26,319.13,0,319.13
31/03 19:00,0,732.87,366.44,0,366.44
31/03 20:00,0,736.68,368.34,0,368.34
31/03 21:00,0,359.86,29.55,0,330.31
31/03 22:00,0,277.61,0,0,277.61
31/03 23:00,0,226.01,0,0,226.01
01/04 00:00,0,191.9,0,0,191.9
01/04 01:00,0,166.94,0,0,166.94
01/04 02:00,0,151.6,0,0,151.6
01/04 03:00,0,150.99,0,0,150.99
01/04 04:00,0,153.09,0,0,153.09
01/04 05:00,0,159.57,0,0,159.57
01/04 06:00,21.45,187.28,31.91,0,155.37
01/04 07:00,204.91,203.45,186.99,0,16.46
01/04 08:00,432.31,286.96,286.96,145.35,0
01/04 09:00,605.39,345.87,345.87,259.52,0
01/04 10:00,731.02,378.12,378.12,352.9,0
01/04 11:00,794.92,399.75,399.75,395.17,0
01/04 12:00,796.86,367.64,367.64,429.22,0
01/04 13:00,728.91,323.35,323.35,405.56,0
01/04 14:00,548.48,292.65,292.65,255.83,0
01/04 15:00,424.18,269.12,269.12,155.06,0
01/04 16:00,125.64,392.86,259.25,0,133.61
01/04 17:00,55.19,482.91,269.05,0,213.86
01/04 18:00,0,643.74,321.87,0,321.87
01/04 19:00,0,478.08,98.27,0,379.81
01/04 20:00,0,396.78,0,0,396.78
01/04 21:00,0,338.9,0,0,338.9
01/04 22:00,0,272.71,0,0,272.71
01/04 23:00,0,213.33,0,0,213.33
02/04 00:00,0,174.56,0,0,174.56
02/04 01:00,0,155.83,0,0,155.83
02/04 02:00,0,150.78,0,0,150.78
02/04 03:00,0,150.38,0,0,150.38
02/04 04:00,0,156.17,0,0,156.17
02/04 05:00,0,178.84,0,0,178.84
02/04 06:00,13.64,248.3,26.64,0,221.66
02/04 07:00,74.98,467.91,253.97,0,213.94
02/04 08:00,51.65,582.45,317.05,0,265.4
02/04 09:00,153.13,493.59,323.36,0,170.23
02/04 10:00,204.23,439.22,321.73,0,117.5
02/04 11:00,400.78,337.3,337.3,63.48,0
02/04 12:00,332.06,308.13,308.13,23.93,0
02/04 13:00,360.56,282.23,282.23,78.33,0
02/04 14:00,101.34,397.38,249.36,0,148.02
02/04 15:00,71.08,411.07,241.08,0,170
02/04 16:00,41.12,434.86,237.99,0,196.87
02/04 17:00,28.57,494.22,261.4,0,232.83
02/04 18:00,0,665.81,332.9,0,332.9
02/04 19:00,0,770.69,385.34,0,385.34
02/04 20:00,0,791.47,395.73,0,395.73
02/04 21:00,0,398.98,55.23,0,343.75
02/04 22:00,0,272.24,0,0,272.24
02/04 23:00,0,208.11,0,0,208.11
03/04 00:00,0,169.97,0,0,169.97
03/04 01:00,0,154.54,0,0,154.54
03/04 02:00,0,150.86,0,0,150.86
03/04 03:00,0,149.67,0,0,149.67
03/04 04:00,0,155.23,0,0,155.23
03/04 05:00,0,178.73,0,0,178.73
03/04 06:00,4.11,269.93,33.54,0,236.39
03/04 07:00,22.95,343.98,82.01,0,261.97
03/04 08:00,38.45,535.77,287.11,0,248.66
03/04 09:00,40.61,383.51,148.02,0,235.49
03/04 10:00,47.36,342.62,113,0,229.62
03/04 11:00,105.22,256.17,64.92,0,191.25
03/04 12:00,198.69,153.95,72.6,0,81.35
03/04 13:00,81.33,249.01,72.29,0,176.72
03/04 14:00,62.54,244.15,75.75,0,168.4
03/04 15:00,64.14,208.27,52.9,0,155.37
03/04 16:00,78.99,169.47,26.32,0,143.15
03/04 17:00,34.51,216.79,1.99,0,214.8
03/04 18:00,0,317.72,0,0,317.72
03/04 19:00,0,377.06,0,0,377.06
03/04 20:00,0,389.3,0,0,389.3
03/04 21:00,0,347.76,0,0,347.76
03/04 22:00,0,276.54,0,0,276.54
03/04 23:00,0,207.57,0,0,207.57
04/04 00:00,0,172.69,0,0,172.69
04/04 01:00,0,156.19,0,0,156.19
04/04 02:00,0,151.87,0,0,151.87
04/04 03:00,0,149.64,0,0,149.64
04/04 04:00,0,155.55,0,0,155.55
04/04 05:00,0,177.9,0,0,177.9
04/04 06:00,18.36,248.05,33.72,0,214.33
04/04 07:00,21.83,285.6,33.48,0,252.12
04/04 08:00,124.63,207.59,44.49,0,163.1
04/04 09:00,64.19,314.46,91.16,0,223.3
04/04 10:00,56.19,508.37,282.28,0,226.09
04/04 11:00,72.89,463.15,226.4,0,236.75
04/04 12:00,63.03,529.46,296.25,0,233.22
04/04 13:00,70.89,477.16,274.02,0,203.13
04/04 14:00,57.07,426.85,241.96,0,184.89
04/04 15:00,75.92,383.11,229.52,0,153.6
04/04 16:00,103.74,357.46,230.6,0,126.86
04/04 17:00,81.69,420.12,250.91,0,169.22
04/04 18:00,0,637.95,318.98,0,318.98
04/04 19:00,0,629.76,254.41,0,375.35
04/04 20:00,0,396.69,0,0,396.69
04/04 21:00,0,352.76,0,0,352.76
04/04 22:00,0,277.52,0,0,277.52
04/04 23:00,0,214.45,0,0,214.45
05/04 00:00,0,173.39,0,0,173.39
05/04 01:00,0,153.76,0,0,153.76
05/04 02:00,0,148.54,0,0,148.54
05/04 03:00,0,147.05,0,0,147.05
05/04 04:00,0,152.82,0,0,152.82
05/04 05:00,0,176.43,0,0,176.43
05/04 06:00,31.3,244.73,38.94,0,205.79
05/04 07:00,171.35,358.17,247.86,0,110.31
05/04 08:00,292.95,283.83,283.83,9.12,0
05/04 09:00,552.31,274.76,274.76,277.55,0
05/04 10:00,707.07,276.87,276.87,430.2,0
05/04 11:00,790.33,291.04,291.04,499.29,0
05/04 12:00,796.62,278.55,278.55,518.07,0
05/04 13:00,781.39,261.08,261.08,520.31,0
05/04 14:00,673.02,228.94,228.94,444.08,0
05/04 15:00,523.97,217.15,217.15,306.82,0
05/04 16:00,322.92,225.29,225.29,97.63,0
05/04 17:00,83.69,417.24,250.47,0,166.78
05/04 18:00,0,641.75,320.87,0,320.87
05/04 19:00,0,745.04,372.52,0,372.52
05/04 20:00,0,774.26,387.13,0,387.13
05/04 21:00,0,685.5,342.75,0,342.75
05/04 22:00,0,547.77,273.88,0,273.88
05/04 23:00,0,419.03,209.52,0,209.52
06/04 00:00,0,344.63,172.32,0,172.32
06/04 01:00,0,306.91,153.45,0,153.45
06/04 02:00,0,297.77,148.89,0,148.89
06/04 03:00,0,295.13,147.56,0,147.56
06/04 04:00,0,272.27,118.82,0,153.45
06/04 05:00,0,175.57,0,0,175.57
06/04 06:00,28.93,237.82,31.97,0,205.85
06/04 07:00,153.49,417.21,285.35,0,131.86
06/04 08:00,410.41,292.18,292.18,118.23,0
06/04 09:00,350.44,273.69,273.69,76.75,0
06/04 10:00,513.46,276.82,276.82,236.64,0
06/04 11:00,559.56,294.87,294.87,264.69,0
06/04 12:00,696.42,286.54,286.54,409.88,0
06/04 13:00,699.78,273.76,273.76,426.02,0
06/04 14:00,653.82,246.01,246.01,407.81,0
06/04 15:00,522.91,233.6,233.6,289.31,0
06/04 16:00,314.5,233.84,233.84,80.66,0
06/04 17:00,104.89,398.14,251.52,0,146.63
06/04 18:00,0,617.95,308.98,0,308.98
06/04 19:00,0,722.08,361.04,0,361.04
06/04 20:00,0,757.16,378.58,0,378.58
06/04 21:00,0,681.13,340.56,0,340.56
06/04 22:00,0,550.78,275.39,0,275.39
06/04 23:00,0,230.7,11.71,0,218.99
07/04 00:00,0,182.59,0,0,182.59
07/04 01:00,0,160.34,0,0,160.34
07/04 02:00,0,151.96,0,0,151.96
07/04 03:00,0,147.07,0,0,147.07
07/04 04:00,0,152.28,0,0,152.28
07/04 05:00,0,161.95,0,0,161.95
07/04 06:00,35.65,158.26,2.69,0,155.57
07/04 07:00,211.15,136.24,93.98,0,42.26
07/04 08:00,412.26,152.55,152.55,107.56,0
07/04 09:00,577,315.28,315.28,261.72,0
07/04 10:00,693.04,312.77,312.77,380.27,0
07/04 11:00,708.74,343.57,343.57,365.17,0
07/04 12:00,704.72,332.11,332.11,372.61,0
07/04 13:00,685.83,307.22,307.22,378.61,0
07/04 14:00,501.14,274.74,274.74,226.4,0
07/04 15:00,325.7,252.95,252.95,72.75,0
07/04 16:00,292.28,246.12,246.12,46.16,0
07/04 17:00,91.83,423.11,257.47,0,165.64
07/04 18:00,0,614.19,307.09,0,307.09
07/04 19:00,0,461.49,110.76,0,350.73
07/04 20:00,0,358.2,0,0,358.2
07/04 21:00,0,326.17,0,0,326.17
07/04 22:00,0,274.43,0,0,274.43
07/04 23:00,0,223.73,0,0,223.73
08/04 00:00,0,188.13,0,0,188.13
08/04 01:00,0,163.45,0,0,163.45
08/04 02:00,0,149.03,0,0,149.03
08/04 03:00,0,148.43,0,0,148.43
08/04 04:00,0,149.81,0,0,149.81
08/04 05:00,0,156.02,0,0,156.02
08/04 06:00,22.1,231.58,80.38,0,151.2
08/04 07:00,30.92,402.63,216.77,0,185.85
08/04 08:00,96.56,466.18,281.37,0,184.81
08/04 09:00,123.08,552.94,338.01,0,214.93
08/04 10:00,205.82,534.27,370.04,0,164.22
08/04 11:00,334.7,447.2,390.95,0,56.25
08/04 12:00,575.84,359.66,359.66,216.18,0
08/04 13:00,715.26,316.51,316.51,398.75,0
08/04 14:00,499.08,287.78,287.78,211.3,0
08/04 15:00,499.07,265.28,265.28,233.79,0
08/04 16:00,325.27,254.04,254.04,71.23,0
08/04 17:00,107.66,419.74,263.7,0,156.04
08/04 18:00,0,621.9,310.95,0,310.95
08/04 19:00,0,544.9,181.35,0,363.55
08/04 20:00,0,385.79,0,0,385.79
08/04 21:00,0,335.1,0,0,335.1
08/04 22:00,0,270.51,0,0,270.51
08/04 23:00,0,214.16,0,0,214.16
09/04 00:00,0,186.45,0,0,186.45
09/04 01:00,0,161.47,0,0,161.47
09/04 02:00,0,147.63,0,0,147.63
09/04 03:00,0,146.92,0,0,146.92
09/04 04:00,0,146.98,0,0,146.98
09/04 05:00,0,153.8,0,0,153.8
09/04 06:00,40.47,215.32,84.52,0,130.8
09/04 07:00,235.59,213.59,213.59,22,0
09/04 08:00,447.5,275.53,275.53,171.97,0
09/04 09:00,610.49,331.5,331.5,278.99,0
09/04 10:00,725.69,362.66,362.66,363.03,0
09/04 11:00,781.26,385.52,385.52,395.74,0
09/04 12:00,790.03,351.3,351.3,438.73,0
09/04 13:00,755.67,309.1,309.1,446.57,0
09/04 14:00,651.6,281.84,281.84,369.76,0
09/04 15:00,507.16,260.4,260.4,246.76,0
09/04 16:00,316.56,251.06,251.06,65.5,0
09/04 17:00,106.88,409.91,258.39,0,151.51
09/04 18:00,0,599.11,299.55,0,299.55
09/04 19:00,0,695.58,347.79,0,347.79
09/04 20:00,0,750.66,375.33,0,375.33
09/04 21:00,0,664.7,332.35,0,332.35
09/04 22:00,0,538.48,269.24,0,269.24
09/04 23:00,0,416.14,208.07,0,208.07
10/04 00:00,0,335.16,167.58,0,167.58
10/04 01:00,0,302.12,151.06,0,151.06
10/04 02:00,0,296.14,148.07,0,148.07
10/04 03:00,0,294.66,147.33,0,147.33
10/04 04:00,0,186.84,35.17,0,151.67
10/04 05:00,0,175.59,0,0,175.59
10/04 06:00,42.35,270.55,75.48,0,195.07
10/04 07:00,239.51,280.4,239.06,0,41.34
10/04 08:00,445.21,279.13,279.13,166.08,0
10/04 09:00,592.26,271.17,271.17,321.09,0
10/04 10:00,700.77,272.77,272.77,428,0
10/04 11:00,754.99,290.38,290.38,464.61,0
10/04 12:00,761.21,277.06,277.06,484.15,0
10/04 13:00,728.7,254.86,254.86,473.84,0
10/04 14:00,628.75,226.55,226.55,402.2,0
10/04 15:00,494.98,215.78,215.78,279.2,0
10/04 16:00,310.4,218.89,218.89,91.51,0
10/04 17:00,106.24,380.71,243.47,0,137.23
10/04 18:00,0,608.92,304.46,0,304.46
10/04 19:00,0,723.17,361.58,0,361.58
10/04 20:00,0,754.82,377.41,0,377.41
10/04 21:00,0,358.27,14.91,0,343.36
10/04 22:00,0,271.79,0,0,271.79
10/04 23:00,0,203.19,0,0,203.19
11/04 00:00,0,169.35,0,0,169.35
11/04 01:00,0,151.65,0,0,151.65
11/04 02:00,0,148.98,0,0,148.98
11/04 03:00,0,146.25,0,0,146.25
11/04 04:00,0,151.9,0,0,151.9
11/04 05:00,0,173.63,0,0,173.63
11/04 06:00,44.9,257.08,74.14,0,182.94
11/04 07:00,182.84,201.11,115.05,0,86.06
11/04 08:00,263.11,149.05,128.8,0,20.25
11/04 09:00,452.24,64.69,64.69,171.17,0
11/04 10:00,209.39,223.22,156.82,0,66.4
11/04 11:00,629.17,228.44,228.44,324.14,0
11/04 12:00,768.29,291.13,291.13,477.16,0
11/04 13:00,726.4,267.72,267.72,458.68,0
11/04 14:00,302.3,238.4,238.4,63.9,0
11/04 15:00,427.07,138.98,138.98,201.57,0
11/04 16:00,110.64,246.43,129.41,0,117.02
11/04 17:00,62.41,225.14,42.31,0,182.83
11/04 18:00,0.94,304.73,0,0,304.73
11/04 19:00,0,359.38,0,0,359.38
11/04 20:00,0,383.91,0,0,383.91
11/04 21:00,0,349.06,0,0,349.06
11/04 22:00,0,275.04,0,0,275.04
11/04 23:00,0,210.74,0,0,210.74
12/04 00:00,0,170.49,0,0,170.49
12/04 01:00,0,150.23,0,0,150.23
12/04 02:00,0,145.79,0,0,145.79
12/04 03:00,0,144.57,0,0,144.57
12/04 04:00,0,149.86,0,0,149.86
12/04 05:00,0,172.5,0,0,172.5
12/04 06:00,31.01,262.56,62.06,0,200.5
12/04 07:00,60.68,431.87,218.26,0,213.61
12/04 08:00,73.91,476.26,275.09,0,201.18
12/04 09:00,78.96,460.25,269.6,0,190.64
12/04 10:00,81.64,463.19,272.41,0,190.77
12/04 11:00,116.93,459.52,288.22,0,171.29
12/04 12:00,101.2,446.42,273.81,0,172.61
12/04 13:00,185.55,326.4,255.98,0,70.43
12/04 14:00,180.7,268.57,224.64,0,43.94
12/04 15:00,419.17,212.84,212.84,206.33,0
